CaseID,FilingDate,CrimeType,Location,Description,PriorityLabel
CR-2019-10762,2023-10-20,Assault,Central Park,Domestic dispute escalated to physical violence resulting in minor cuts and bruises to victim.,1
CR-2019-10763,2022-07-09,Assault,North District,Victim sustained lacerations requiring stitches after altercation with suspect at parking lot.,0
CR-2022-10764,2023-10-21,Burglary,East District,Business broken into overnight. front door showed signs of forced entry. cash and electronics reported missing.,0
CR-2021-10765,2023-08-04,Theft,University Campus,Suspect took victim's identity documents when victim was not looking at library.,0
CR-2022-10766,2024-03-23,Theft,Industrial Area,Victim reported jewelry stolen from public restroom. No witnesses present.,0
CR-2022-10767,2025-01-04,Robbery,South District,Victim was approached by 1 suspects who took laptop by force.,1
CR-2021-10768,2023-01-31,Harassment,East District,Victim received 6 threatening messages from known suspect over 1 months.,0
CR-2021-10769,2023-01-20,Other,South District,Trespassing incident at closed business premises after hours.,0
CR-2022-10770,2024-02-26,Theft,South District,Victim's phone was taken while they were dining. No suspects identified.,0
CR-2022-10771,2024-02-25,Theft,North District,Victim reported vehicle stolen from restaurant. No witnesses present.,0
CR-2022-10772,2022-11-14,Theft,Downtown,Unknown suspect stole laptop from victim's restaurant. No surveillance footage available.,0
CR-2021-10773,2024-08-07,Theft,West District,Victim's laptop was taken while they were dining. No suspects identified.,0
CR-2018-10774,2023-02-16,Homicide,Central Park,Domestic dispute escalated resulting in fatal gunshot wounds to victim.,1
CR-2020-10775,2022-11-08,Theft,North District,Victim's jewelry was taken while they were commuting. No suspects identified.,0
CR-2021-10776,2023-09-02,Vandalism,East District,Vehicle's tires was deliberately damaged while parked at bus stop.,0
CR-2018-10777,2023-01-13,Theft,East District,Unknown suspect stole laptop from victim's office. No surveillance footage available.,0
CR-2019-10778,2022-05-18,Theft,Central Park,Victim's bicycle was taken while they were walking. No suspects identified.,0
CR-2018-10779,2024-12-18,Other,Downtown,Violation of restraining order when suspect approached protected person.,0
CR-2018-10780,2024-06-09,Fraud,North District,Victim reported unauthorized transactions totaling $5000 on their credit card.,1
CR-2018-10781,2024-10-19,Fraud,Central Park,Victim reported unauthorized transactions totaling $50000 on their credit card.,1
CR-2018-10782,2023-10-31,Burglary,Shopping Mall,Home invasion occurred while residents were away. balcony door was damaged. cash and electronics missing.,0
CR-2019-10783,2022-07-29,Theft,Downtown,Victim's vehicle was taken while they were commuting. No suspects identified.,0
CR-2018-10784,2025-01-17,Drug Offense,West District,Anonymous tip led to discovery of hallucinogens manufacturing operation.,0
CR-2018-10785,2024-05-18,Theft,Downtown,Victim reported wallet stolen from park bench. No witnesses present.,0
CR-2021-10786,2022-12-17,Harassment,West District,Victim received 11 threatening messages from known suspect over 2 months.,0
CR-2021-10787,2022-10-08,Assault,East District,Domestic dispute escalated to physical violence resulting in minor cuts and bruises to victim.,0
CR-2018-10788,2024-12-04,Assault,East District,Domestic dispute escalated to physical violence resulting in black eye to victim.,1
CR-2021-10789,2023-04-20,Theft,Industrial Area,Suspect took victim's bicycle when victim was not looking at public restroom.,0
CR-2019-10790,2024-02-19,Assault,North District,Victim sustained concussion after altercation with suspect at restaurant.,1
CR-2020-10791,2024-10-27,Robbery,East District,Suspect threatened victim with taser before taking purse.,1
CR-2018-10792,2023-03-21,Assault,North District,Domestic dispute escalated to physical violence resulting in concussion to victim.,0
CR-2022-10793,2024-02-04,Burglary,Downtown,Forced entry through skylight. electronics and jewelry were stolen. No alarm system triggered.,0
CR-2019-10794,2023-07-12,Drug Offense,North District,Search warrant execution revealed prescription pills and paraphernalia in suspect's residence.,0
CR-2020-10795,2023-02-23,Robbery,North District,"Armed suspect demanded money from store clerk, escaped with $683.",1
CR-2020-10796,2025-01-25,Kidnapping,Downtown,"Child taken by non-custodial parent across state lines, violation of custody agreement.",1
CR-2021-10797,2022-08-07,Theft,South District,Victim reported phone stolen from library. No witnesses present.,0
CR-2022-10798,2022-09-03,Drug Offense,North District,Suspect observed selling cocaine near store.,0
CR-2018-10799,2024-08-09,Fraud,North District,"Suspect used victim's identity to open bank accounts, causing financial damage of $7500.",1
CR-2018-10800,2022-06-05,Assault,West District,Victim sustained fractured ribs after altercation with suspect at gym.,0
CR-2022-10801,2023-10-27,Burglary,Transit Station,Forced entry through side entrance. jewelry and watches were stolen. No alarm system triggered.,0
CR-2021-10802,2023-05-12,Drug Offense,Downtown,Suspect found in possession of heroin during routine traffic stop.,0
CR-2020-10803,2022-08-22,Vandalism,Downtown,"Public playground equipment was destroyed, causing $1123 in damages. No witnesses.",0
CR-2022-10804,2023-03-20,Other,Shopping Mall,"Suspicious activity reported near park bench, investigation ongoing.",0
CR-2019-10805,2022-11-04,Theft,University Campus,Victim reported laptop stolen from office. No witnesses present.,0
CR-2022-10806,2024-02-26,Vandalism,West District,Property damaged by graffiti depicting gang symbols. Estimated repair cost: $600.,0
CR-2018-10807,2025-01-29,Fraud,East District,"Suspect used victim's identity to open credit card accounts, causing financial damage of $2500.",1
CR-2020-10808,2022-11-10,Drug Offense,East District,Search warrant execution revealed cocaine and paraphernalia in suspect's residence.,0
CR-2019-10809,2022-11-21,Theft,University Campus,Suspect took victim's cash when victim was not looking at store.,0
CR-2020-10810,2023-10-21,Theft,East District,Victim reported vehicle stolen from store. No witnesses present.,0
CR-2021-10811,2023-04-18,Fraud,West District,Victim reported unauthorized transactions totaling $2500 on their credit card.,0
CR-2020-10812,2022-06-28,Vandalism,East District,Property damaged by graffiti depicting tags and signatures. Estimated repair cost: $241.,0
CR-2018-10813,2022-07-25,Theft,Downtown,Victim reported identity documents stolen from library. No witnesses present.,0
CR-2021-10814,2025-04-09,Theft,South District,Unknown suspect stole laptop from victim's sidewalk. No surveillance footage available.,0
CR-2022-10815,2024-02-07,Other,Downtown,Noise complaint escalated requiring police intervention at residential property.,0
CR-2021-10816,2023-12-17,Burglary,Downtown,Home invasion occurred while residents were away. pet door was damaged. cash and electronics missing.,0
CR-2018-10817,2024-09-13,Burglary,Shopping Mall,Suspect broke into residence via garage door and took electronics and jewelry. No witnesses.,1
CR-2018-10818,2022-07-08,Other,South District,Violation of restraining order when suspect approached protected person.,0
CR-2022-10819,2022-06-01,Theft,West District,Suspect took victim's identity documents when victim was not looking at store.,0
CR-2018-10820,2024-08-05,Theft,South District,Unknown suspect stole wallet from victim's gym. No surveillance footage available.,0
CR-2020-10821,2023-04-18,Burglary,South District,Forced entry through basement window. electronics and cash were stolen. No alarm system triggered.,0
CR-2018-10822,2024-10-17,Fraud,East District,"Suspect used victim's identity to open investment accounts, causing financial damage of $15000.",1
CR-2018-10823,2025-03-16,Theft,West District,Victim reported phone stolen from sidewalk. No witnesses present.,0
CR-2018-10824,2024-05-12,Harassment,West District,Victim received 10 threatening messages from known suspect over 5 months.,0
CR-2018-10825,2022-06-24,Theft,Shopping Mall,Victim's purse was taken while they were dining. No suspects identified.,0
CR-2020-10826,2022-06-16,Assault,North District,Physical altercation between victim and known suspect resulted in black eye.,0
CR-2018-10827,2023-03-13,Fraud,South District,Victim reported unauthorized transactions totaling $15000 on their credit card.,0
CR-2019-10828,2024-01-15,Robbery,Shopping Mall,Victim was approached by 2 suspects who took jewelry by force.,1
CR-2022-10829,2023-09-02,Theft,East District,Unknown suspect stole jewelry from victim's library. No surveillance footage available.,0
CR-2018-10830,2025-01-25,Vandalism,East District,Vehicle's hood was deliberately damaged while parked at park bench.,0
CR-2020-10831,2023-08-23,Burglary,Shopping Mall,Forced entry through garage door. artwork and antiques were stolen. No alarm system triggered.,0
CR-2020-10832,2023-02-05,Burglary,South District,Business broken into overnight. balcony door showed signs of forced entry. artwork and antiques reported missing.,0
CR-2022-10833,2024-01-25,Theft,Central Park,Victim reported identity documents stolen from store. No witnesses present.,0
CR-2019-10834,2023-07-05,Harassment,West District,Online harassment campaign targeted victim with false accusations.,0
CR-2019-10835,2024-02-25,Assault,West District,Victim sustained broken nose after altercation with suspect at sidewalk.,1
CR-2022-10836,2022-07-17,Assault,East District,Victim sustained concussion after altercation with suspect at store.,0
CR-2020-10837,2024-05-27,Fraud,South District,Victim reported unauthorized transactions totaling $5000 on their credit card.,1
CR-2020-10838,2024-07-16,Theft,North District,Victim's identity documents was taken while they were exercising. No suspects identified.,0
CR-2018-10839,2024-07-17,Vandalism,Downtown,"Public bus shelter was destroyed, causing $163 in damages. No witnesses.",0
CR-2018-10840,2025-03-13,Theft,East District,Victim's purse was taken while they were dining. No suspects identified.,0
CR-2018-10841,2024-03-30,Other,Central Park,"Suspicious activity reported near parking lot, investigation ongoing.",0
CR-2020-10842,2023-12-28,Robbery,South District,Victim was approached by 1 suspects who took cash by force.,1
CR-2021-10843,2022-06-24,Theft,Shopping Mall,Victim reported vehicle stolen from park bench. No witnesses present.,0
CR-2020-10844,2023-02-22,Fraud,North District,Victim reported unauthorized transactions totaling $500 on their credit card.,0
CR-2022-10845,2022-06-07,Harassment,Industrial Area,Suspect repeatedly made unwanted contact with victim at their workplace.,0
CR-2022-10846,2023-12-29,Burglary,East District,Forced entry through rear window. artwork and antiques were stolen. No alarm system triggered.,0
CR-2018-10847,2024-09-13,Theft,South District,Victim reported phone stolen from park bench. No witnesses present.,0
CR-2020-10848,2022-08-03,Assault,Downtown,Domestic dispute escalated to physical violence resulting in defensive wounds on hands to victim.,0
CR-2022-10849,2022-07-12,Harassment,Industrial Area,Online harassment campaign targeted victim with private information.,0
CR-2020-10850,2023-06-04,Assault,East District,Unprovoked attack by unknown suspect left victim with minor cuts and bruises. Witnesses described suspect as medium-built female with distinctive tattoos.,1
CR-2022-10851,2024-01-29,Vandalism,South District,Property damaged by graffiti depicting racial slurs. Estimated repair cost: $1368.,0
CR-2022-10852,2023-12-04,Vandalism,West District,Business storefront windows broken with brick. Surveillance camera captured incident.,0
CR-2019-10853,2024-02-07,Fraud,North District,"Suspect used victim's identity to open online shopping accounts, causing financial damage of $50000.",0
CR-2020-10854,2023-06-06,Homicide,North District,Victim found deceased with strangulation. Crime scene indicates signs of struggle.,1
CR-2019-10855,2025-01-30,Fraud,Downtown,"Business reported accounting discrepancies amounting to $50000, suspected internal fraud.",1
CR-2019-10856,2025-02-14,Theft,Downtown,Unknown suspect stole vehicle from victim's office. No surveillance footage available.,0
CR-2020-10857,2022-08-12,Theft,University Campus,Victim's bicycle was taken while they were shopping. No suspects identified.,0
CR-2020-10858,2022-08-31,Assault,South District,Unprovoked attack by unknown suspect left victim with concussion. Witnesses described suspect as young male in hooded sweatshirt.,0
CR-2020-10859,2022-10-28,Drug Offense,West District,Suspect found in possession of hallucinogens during routine traffic stop.,0
CR-2018-10860,2024-11-17,Burglary,East District,Home invasion occurred while residents were away. basement window was damaged. cash and electronics missing.,1
CR-2018-10861,2024-11-01,Theft,University Campus,Victim reported laptop stolen from bus stop. No witnesses present.,0
CR-2018-10862,2022-12-17,Theft,North District,Victim reported laptop stolen from park bench. No witnesses present.,0
CR-2019-10863,2022-05-03,Theft,South District,Unknown suspect stole phone from victim's restaurant. No surveillance footage available.,0
CR-2018-10864,2025-02-10,Robbery,University Campus,Suspect threatened victim with handgun before taking jewelry.,1
CR-2018-10865,2023-09-27,Harassment,West District,Victim reported ongoing harassment by neighbor including verbal threats.,0
CR-2020-10866,2023-10-09,Drug Offense,West District,Suspect observed selling cocaine near library.,0
CR-2021-10867,2022-05-11,Vandalism,West District,Property damaged by graffiti depicting gang symbols. Estimated repair cost: $215.,0
CR-2018-10868,2023-09-03,Harassment,North District,Online harassment campaign targeted victim with private information.,0
CR-2021-10869,2024-11-18,Burglary,East District,Suspect broke into residence via balcony door and took jewelry and watches. No witnesses.,1
CR-2022-10870,2023-03-21,Robbery,South District,Victim was approached by 2 suspects who took wallet by force.,1
CR-2020-10871,2022-09-02,Theft,South District,Suspect took victim's vehicle when victim was not looking at restaurant.,0
CR-2019-10872,2023-06-25,Burglary,North District,Home invasion occurred while residents were away. front door was damaged. personal documents and valuables missing.,0
CR-2021-10873,2024-05-06,Fraud,University Campus,"Business reported accounting discrepancies amounting to $100000, suspected internal fraud.",0
CR-2021-10874,2022-08-10,Drug Offense,Downtown,Suspect observed selling methamphetamine near store.,0
CR-2019-10875,2023-03-15,Robbery,South District,Victim was approached by 3 suspects who took cash by force.,1
CR-2022-10876,2024-01-11,Theft,South District,Unknown suspect stole phone from victim's office. No surveillance footage available.,0
CR-2020-10877,2022-11-08,Burglary,Downtown,Suspect broke into residence via garage door and took artwork and antiques. No witnesses.,0
CR-2021-10878,2024-08-06,Drug Offense,West District,Suspect observed selling synthetic drugs near sidewalk.,0
CR-2020-10879,2024-09-30,Drug Offense,South District,Anonymous tip led to discovery of cocaine manufacturing operation.,0
CR-2021-10880,2024-02-16,Robbery,Central Park,"Bank robbery involving suspect with baseball bat, escaped with undisclosed amount.",1
CR-2018-10881,2022-12-22,Fraud,East District,Victim was deceived into transferring $100000 to fraudulent investment scheme.,0
CR-2019-10882,2023-08-14,Theft,West District,Victim reported credit cards stolen from restaurant. No witnesses present.,0
CR-2020-10883,2023-11-20,Drug Offense,North District,Suspect found in possession of cocaine during routine traffic stop.,0
CR-2022-10884,2023-05-22,Burglary,East District,Home invasion occurred while residents were away. garage door was damaged. jewelry and watches missing.,0
CR-2022-10885,2024-08-21,Homicide,East District,Victim found deceased with severe beating. Crime scene indicates signs of struggle.,1
CR-2019-10886,2024-08-07,Assault,West District,Domestic dispute escalated to physical violence resulting in facial bruising to victim.,1
CR-2020-10887,2025-03-15,Fraud,Industrial Area,"Suspect used victim's identity to open utility accounts, causing financial damage of $1200.",1
CR-2021-10888,2024-01-26,Assault,Downtown,Unprovoked attack by unknown suspect left victim with lacerations requiring stitches. Witnesses described suspect as tall male in dark clothing.,1
CR-2018-10889,2023-09-12,Theft,South District,Victim's credit cards was taken while they were working. No suspects identified.,0
CR-2019-10890,2024-04-21,Assault,East District,Domestic dispute escalated to physical violence resulting in defensive wounds on hands to victim.,1
CR-2018-10891,2022-12-11,Drug Offense,Central Park,Search warrant execution revealed marijuana and paraphernalia in suspect's residence.,0
CR-2022-10892,2024-12-31,Burglary,Downtown,Suspect broke into residence via garage door and took artwork and antiques. No witnesses.,1
CR-2019-10893,2024-10-25,Fraud,North District,Victim reported unauthorized transactions totaling $500 on their credit card.,1
CR-2022-10894,2024-12-16,Robbery,South District,"Armed suspect demanded money from store clerk, escaped with $702.",1
CR-2021-10895,2023-03-22,Burglary,South District,Home invasion occurred while residents were away. garage door was damaged. artwork and antiques missing.,0
CR-2018-10896,2023-11-12,Burglary,South District,Suspect broke into residence via front door and took electronics and cash. No witnesses.,0
CR-2020-10897,2024-07-22,Theft,West District,Victim reported jewelry stolen from park bench. No witnesses present.,0
CR-2018-10898,2022-06-11,Theft,East District,Victim reported cash stolen from restaurant. No witnesses present.,0
CR-2022-10899,2023-07-15,Other,Industrial Area,Noise complaint escalated requiring police intervention at residential property.,0
CR-2019-10900,2023-03-13,Robbery,West District,"Armed suspect demanded money from store clerk, escaped with $728.",1
CR-2020-10901,2023-02-09,Other,Central Park,Trespassing incident at closed business premises after hours.,0
CR-2022-10902,2023-07-18,Theft,South District,Unknown suspect stole laptop from victim's public restroom. No surveillance footage available.,0
CR-2022-10903,2024-06-05,Theft,Downtown,Victim's vehicle was taken while they were talking with others. No suspects identified.,0
CR-2020-10904,2024-10-19,Robbery,East District,Victim was approached by 2 suspects who took wallet by force.,1
CR-2021-10905,2023-08-30,Theft,Downtown,Victim reported bicycle stolen from park bench. No witnesses present.,0
CR-2019-10906,2025-01-02,Burglary,Downtown,Suspect broke into residence via front door and took electronics and jewelry. No witnesses.,1
CR-2020-10907,2023-09-13,Drug Offense,Industrial Area,Anonymous tip led to discovery of cocaine manufacturing operation.,0
CR-2019-10908,2023-03-21,Fraud,Transit Station,Victim reported unauthorized transactions totaling $25000 on their credit card.,0
CR-2020-10909,2024-02-28,Drug Offense,Downtown,Suspect observed selling hallucinogens near gym.,0
CR-2018-10910,2025-03-23,Fraud,Shopping Mall,"Business reported accounting discrepancies amounting to $25000, suspected internal fraud.",1
CR-2019-10911,2024-03-11,Fraud,West District,Victim reported unauthorized transactions totaling $50000 on their credit card.,0
CR-2022-10912,2024-06-04,Assault,Industrial Area,Physical altercation between victim and known suspect resulted in fractured ribs.,1
CR-2019-10913,2025-02-17,Theft,South District,Suspect took victim's credit cards when victim was not looking at parking lot.,0
CR-2019-10914,2024-03-10,Burglary,University Campus,Business broken into overnight. pet door showed signs of forced entry. personal documents and valuables reported missing.,0
CR-2022-10915,2024-11-11,Assault,West District,Physical altercation between victim and known suspect resulted in minor cuts and bruises.,1
CR-2018-10916,2025-01-11,Theft,East District,Suspect took victim's purse when victim was not looking at public restroom.,0
CR-2018-10917,2025-04-08,Robbery,South District,"Bank robbery involving suspect with handgun, escaped with undisclosed amount.",1
CR-2021-10918,2023-05-27,Assault,West District,Domestic dispute escalated to physical violence resulting in black eye to victim.,1
CR-2022-10919,2023-06-20,Theft,Downtown,Suspect took victim's credit cards when victim was not looking at sidewalk.,0
CR-2018-10920,2023-04-26,Theft,South District,Victim's wallet was taken while they were working. No suspects identified.,0
CR-2021-10921,2022-09-29,Fraud,South District,Victim reported unauthorized transactions totaling $25000 on their credit card.,0
CR-2022-10922,2024-12-14,Fraud,Industrial Area,"Suspect used victim's identity to open online shopping accounts, causing financial damage of $5000.",1
CR-2019-10923,2024-09-08,Burglary,Downtown,Suspect broke into residence via rear window and took artwork and antiques. No witnesses.,1
CR-2022-10924,2023-02-06,Theft,Shopping Mall,Victim reported cash stolen from bus stop. No witnesses present.,0
CR-2021-10925,2024-01-04,Theft,West District,Unknown suspect stole jewelry from victim's public restroom. No surveillance footage available.,0
CR-2020-10926,2023-09-17,Assault,University Campus,Domestic dispute escalated to physical violence resulting in black eye to victim.,1
CR-2020-10927,2022-07-13,Homicide,Downtown,Multiple gunshot wounds led to victim's death in apparent targeted attack.,1
CR-2020-10928,2022-11-14,Theft,West District,Victim reported vehicle stolen from park bench. No witnesses present.,0
CR-2018-10929,2023-12-14,Robbery,Downtown,"Armed suspect demanded money from store clerk, escaped with $898.",1
CR-2021-10930,2024-11-16,Drug Offense,Shopping Mall,Suspect found in possession of prescription pills during routine traffic stop.,0
CR-2022-10931,2023-08-23,Burglary,Downtown,Home invasion occurred while residents were away. balcony door was damaged. artwork and antiques missing.,0
CR-2021-10932,2023-11-07,Theft,South District,Unknown suspect stole cash from victim's library. No surveillance footage available.,0
CR-2019-10933,2024-10-30,Theft,Downtown,Victim reported phone stolen from sidewalk. No witnesses present.,0
CR-2020-10934,2023-11-21,Assault,North District,Physical altercation between victim and known suspect resulted in black eye.,1
CR-2020-10935,2022-08-04,Drug Offense,North District,Suspect observed selling synthetic drugs near bus stop.,0
CR-2021-10936,2024-01-26,Burglary,South District,Forced entry through pet door. personal documents and valuables were stolen. No alarm system triggered.,0
CR-2022-10937,2025-02-16,Theft,North District,Unknown suspect stole wallet from victim's store. No surveillance footage available.,0
CR-2021-10938,2022-09-29,Harassment,Downtown,Victim reported ongoing harassment by neighbor including spreading rumors.,0
CR-2019-10939,2022-05-17,Burglary,East District,Suspect broke into residence via garage door and took personal documents and valuables. No witnesses.,0
CR-2022-10940,2022-10-25,Fraud,East District,"Business reported accounting discrepancies amounting to $10000, suspected internal fraud.",0
CR-2020-10941,2025-04-09,Assault,North District,Domestic dispute escalated to physical violence resulting in lacerations requiring stitches to victim.,1
CR-2018-10942,2022-07-31,Burglary,South District,Suspect broke into residence via skylight and took jewelry and watches. No witnesses.,0
CR-2022-10943,2024-03-04,Fraud,Transit Station,"Business reported accounting discrepancies amounting to $50000, suspected internal fraud.",0
CR-2018-10944,2022-07-31,Burglary,East District,Forced entry through garage door. electronics and jewelry were stolen. No alarm system triggered.,0
CR-2022-10945,2024-08-12,Vandalism,University Campus,"Public park bench was destroyed, causing $1137 in damages. No witnesses.",0
CR-2019-10946,2024-12-22,Assault,Central Park,Physical altercation between victim and known suspect resulted in concussion.,1
CR-2021-10947,2025-03-13,Harassment,South District,Victim received 17 threatening messages from known suspect over 1 months.,1
CR-2020-10948,2022-06-03,Assault,North District,Unprovoked attack by unknown suspect left victim with fractured ribs. Witnesses described suspect as person wearing mask and gloves.,0
CR-2021-10949,2022-10-20,Vandalism,Downtown,Business storefront windows broken with skateboard. Surveillance camera captured incident.,0
CR-2022-10950,2024-09-09,Other,Downtown,Violation of restraining order when suspect approached protected person.,0
CR-2020-10951,2025-01-27,Assault,Industrial Area,Domestic dispute escalated to physical violence resulting in broken nose to victim.,1
CR-2021-10952,2024-08-08,Drug Offense,Downtown,Suspect observed selling methamphetamine near restaurant.,0
CR-2021-10953,2022-06-08,Burglary,North District,Home invasion occurred while residents were away. front door was damaged. personal documents and valuables missing.,0
CR-2022-10954,2024-05-13,Robbery,North District,"Armed suspect demanded money from store clerk, escaped with $841.",1
CR-2022-10955,2023-06-12,Other,East District,Noise complaint escalated requiring police intervention at residential property.,0
CR-2018-10956,2022-04-22,Burglary,Central Park,Suspect broke into residence via side entrance and took jewelry and watches. No witnesses.,0
CR-2020-10957,2024-03-15,Burglary,West District,Business broken into overnight. rear window showed signs of forced entry. jewelry and watches reported missing.,0
CR-2022-10958,2023-02-18,Drug Offense,North District,Suspect found in possession of heroin during routine traffic stop.,0
CR-2022-10959,2024-05-17,Fraud,East District,"Suspect used victim's identity to open credit card accounts, causing financial damage of $100000.",0
CR-2021-10960,2023-09-23,Drug Offense,East District,Anonymous tip led to discovery of methamphetamine manufacturing operation.,0
CR-2018-10961,2023-01-17,Burglary,North District,Home invasion occurred while residents were away. side entrance was damaged. artwork and antiques missing.,0
CR-2021-10962,2023-08-10,Fraud,Downtown,"Business reported accounting discrepancies amounting to $10000, suspected internal fraud.",0
CR-2019-10963,2022-08-03,Other,East District,Trespassing incident at closed business premises after hours.,0
CR-2020-10964,2024-03-15,Fraud,Downtown,"Business reported accounting discrepancies amounting to $7500, suspected internal fraud.",0
CR-2021-10965,2024-09-19,Assault,South District,Victim sustained facial bruising after altercation with suspect at office.,1
CR-2018-10966,2024-09-03,Other,South District,Trespassing incident at closed business premises after hours.,0
CR-2019-10967,2024-06-05,Drug Offense,Central Park,Suspect found in possession of heroin during routine traffic stop.,0
CR-2018-10968,2024-11-07,Theft,West District,Unknown suspect stole bicycle from victim's store. No surveillance footage available.,0
CR-2021-10969,2024-03-30,Robbery,Downtown,Suspect threatened victim with pepper spray before taking bicycle.,1
CR-2021-10970,2024-10-28,Fraud,South District,"Suspect used victim's identity to open online shopping accounts, causing financial damage of $50000.",1
CR-2018-10971,2025-03-19,Theft,South District,Victim reported vehicle stolen from gym. No witnesses present.,0
CR-2018-10972,2022-09-03,Vandalism,Downtown,Vehicle's interior was deliberately damaged while parked at sidewalk.,0
CR-2018-10973,2024-10-06,Burglary,Downtown,Business broken into overnight. skylight showed signs of forced entry. jewelry and watches reported missing.,1
CR-2018-10974,2022-08-01,Robbery,South District,"Armed suspect demanded money from store clerk, escaped with $1244.",0
CR-2020-10975,2023-12-22,Theft,Central Park,Unknown suspect stole laptop from victim's office. No surveillance footage available.,0
CR-2019-10976,2024-04-18,Harassment,Industrial Area,Victim reported ongoing harassment by neighbor including verbal threats.,0
CR-2019-10977,2023-12-21,Theft,Industrial Area,Suspect took victim's bicycle when victim was not looking at public restroom.,0
CR-2018-10978,2022-11-29,Assault,North District,Physical altercation between victim and known suspect resulted in minor cuts and bruises.,0
CR-2022-10979,2025-04-07,Theft,West District,Unknown suspect stole purse from victim's bus stop. No surveillance footage available.,0
CR-2020-10980,2023-01-14,Drug Offense,Downtown,Anonymous tip led to discovery of synthetic drugs manufacturing operation.,0
CR-2021-10981,2023-02-03,Homicide,West District,Victim discovered deceased in store with suspicious circumstances.,1
CR-2019-10982,2022-10-10,Burglary,University Campus,Home invasion occurred while residents were away. side entrance was damaged. artwork and antiques missing.,0
CR-2021-10983,2024-12-18,Vandalism,West District,Property damaged by graffiti depicting tags and signatures. Estimated repair cost: $209.,0
CR-2020-10984,2022-12-24,Burglary,Downtown,Business broken into overnight. side entrance showed signs of forced entry. artwork and antiques reported missing.,0
CR-2020-10985,2024-06-20,Burglary,North District,Forced entry through garage door. cash and electronics were stolen. No alarm system triggered.,1
CR-2018-10986,2023-07-07,Other,Shopping Mall,Noise complaint escalated requiring police intervention at residential property.,0
CR-2019-10987,2024-10-02,Theft,Downtown,Victim's vehicle was taken while they were working. No suspects identified.,0
CR-2021-10988,2023-08-01,Burglary,South District,Home invasion occurred while residents were away. garage door was damaged. electronics and jewelry missing.,0
CR-2019-10989,2024-10-22,Assault,West District,Domestic dispute escalated to physical violence resulting in fractured ribs to victim.,1
CR-2019-10990,2024-10-18,Vandalism,East District,Property damaged by graffiti depicting gang symbols. Estimated repair cost: $1025.,0
CR-2020-10991,2022-09-15,Robbery,Central Park,"Bank robbery involving suspect with blunt object, escaped with undisclosed amount.",0
CR-2018-10992,2023-01-12,Assault,Industrial Area,Domestic dispute escalated to physical violence resulting in black eye to victim.,0
CR-2021-10993,2022-09-25,Harassment,South District,Online harassment campaign targeted victim with private information.,0
CR-2021-10994,2022-07-12,Burglary,Downtown,Home invasion occurred while residents were away. rear window was damaged. personal documents and valuables missing.,0
CR-2018-10995,2024-02-15,Other,East District,Noise complaint escalated requiring police intervention at residential property.,0
CR-2021-10996,2024-01-04,Theft,West District,Victim reported laptop stolen from bus stop. No witnesses present.,0
CR-2018-10997,2024-09-16,Burglary,South District,Home invasion occurred while residents were away. garage door was damaged. electronics and jewelry missing.,1
CR-2019-10998,2024-09-10,Fraud,South District,"Business reported accounting discrepancies amounting to $50000, suspected internal fraud.",0
CR-2022-10999,2024-12-25,Theft,East District,Suspect took victim's purse when victim was not looking at parking lot.,0
